0.0001,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.0002,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.0003,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.0004,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.0005,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.0006,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.0007,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.0008,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.0009,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.001,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.001,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.002,   -0.972504,   -0.225542,   -0.619445,   -0.444666,   -0.39184
0.003,   -0.969068,   -0.222825,   -0.644445,   -0.441873,   -0.389007
0.004,   -0.965632,   -0.220107,   -0.669445,   -0.439079,   -0.386174
0.005,   -0.965632,   -0.220107,   -0.669445,   -0.439079,   -0.386174
0.006,   -0.965632,   -0.220107,   -0.669445,   -0.439079,   -0.386174
0.007,   -0.965632,   -0.220107,   -0.669445,   -0.439079,   -0.386174
0.008,   -0.962195,   -0.21739,   -0.666667,   -0.436286,   -0.407451
0.009,   -0.962195,   -0.21739,   -0.666667,   -0.436286,   -0.407451
0.01,   -0.962195,   -0.21739,   -0.666667,   -0.462889,   -0.383341
0.01,   -0.962195,   -0.21739,   -0.666667,   -0.462889,   -0.383341
0.02,   -0.895737,   -0.286683,   -0.633334,   -0.455972,   -0.421675
0.03,   -0.746805,   -0.120923,   -0.533333,   -0.302209,   -0.41613
0.04,   -0.574922,   -0.214672,   -0.427778,   -0.277202,   -0.33681
0.05,   0.346796,   0.237772,   0.277778,   0.133014,   0.22904
0.06,   -0.155364,   -0.0801632,   -0.2,   -0.21708,   -0.230487
0.07,   -0.0716604,   -0.0258151,   -0.0194445,   -0.124635,   -0.196432
0.08,   0.0246859,   -0.0353263,   0.0194447,   -0.0363133,   -0.0971008
0.09,   0.0246858,   -0.103261,   0.0472224,   0.256319,   0.0716652
0.1,   0.102587,   -0.0176633,   -0.0666668,   0.0433621,   -0.0432764
0.1,   0.102587,   -0.0176633,   -0.0666668,   0.0433621,   -0.0432764
0.2,   0.0498444,   -0.14538,   -0.00277764,   -0.0280664,   -0.131216
0.3,   -0.0624861,   -0.0964666,   -0.161111,   -0.100825,   -0.0304983
0.4,   -0.0601533,   -0.0665761,   -0.144444,   -0.113328,   -0.0942679
0.5,   -0.0337968,   0.0461954,   -0.188889,   -0.102155,   -0.0347175
0.6,   0.0326935,   -0.0529893,   -0.130556,   -0.0993619,   -0.0318846
0.7,   0.0556137,   -0.0108699,   -0.122222,   -0.090982,   0.0248329
0.8,   -0.00974176,   -0.070652,   -0.169444,   -0.0559994,   -0.0631064
0.9,   -0.0590496,   -0.0937497,   -0.158333,   -0.071429,   -0.051775
1,   -0.0430026,   -0.0570652,   -0.155555,   -0.0420329,   -0.0489421
