1,   0.373089,   0.10462,   0.127778,   0.258846,   -0.0589476
2,   0.722691,   0.263588,   0.408334,   0.397314,   0.193418
3,   0.875123,   0.270381,   0.58889,   0.412611,   0.332349
4,   0.914091,   0.179349,   0.627779,   0.50359,   0.488335
5,   0.934709,   0.22962,   0.616667,   0.52035,   0.457113
6,   0.938146,   0.232338,   0.619445,   0.49654,   0.435837
7,   0.948455,   0.206523,   0.600001,   0.478318,   0.396118
8,   0.945019,   0.203805,   0.652779,   0.502127,   0.417393
9,   0.962201,   0.217392,   0.611112,   0.436286,   0.431557
10,   0.941582,   0.269023,   0.677779,   0.499334,   0.390452
11,   0.948455,   0.24049,   0.627779,   0.50492,   0.420226
12,   0.958764,   0.214675,   0.636112,   0.406892,   0.404615
13,   0.948455,   0.206523,   0.600001,   0.50492,   0.420226
14,   0.965637,   0.22011,   0.586112,   0.465681,   0.362064
15,   0.97251,   0.225544,   0.591668,   0.444665,   0.36773
16,   0.962201,   0.217392,   0.583334,   0.542696,   0.359231
17,   0.962201,   0.217392,   0.63889,   0.48949,   0.38334
18,   0.965637,   0.22011,   0.641667,   0.439079,   0.386173
19,   0.962201,   0.251359,   0.666668,   0.436285,   0.359231
20,   0.955328,   0.245925,   0.633334,   0.510507,   0.377675
21,   0.97251,   0.259512,   0.619445,   0.418065,   0.391839
22,   0.965637,   0.22011,   0.558334,   0.385876,   0.41028
23,   0.955328,   0.245925,   0.550001,   0.483904,   0.450001
24,   0.969074,   0.256794,   0.616668,   0.441872,   0.389006
25,   0.958764,   0.214675,   0.608334,   0.433493,   0.452834
26,   0.951891,   0.20924,   0.630556,   0.427907,   0.495387
27,   0.955328,   0.245925,   0.605556,   0.4307,   0.498219
28,   0.948455,   0.24049,   0.627779,   0.425114,   0.516663
29,   0.97251,   0.259512,   0.56389,   0.418065,   0.415947
30,   0.965637,   0.22011,   0.641667,   0.465681,   0.386173
31,   0.955328,   0.245925,   0.661112,   0.457301,   0.401783
32,   0.965637,   0.22011,   0.586112,   0.465681,   0.410281
33,   0.948455,   0.24049,   0.655556,   0.50492,   0.396118
34,   0.951891,   0.20924,   0.602779,   0.507713,   0.39895
35,   0.962201,   0.217392,   0.63889,   0.436286,   0.407449
36,   0.948455,   0.206523,   0.600001,   0.50492,   0.420226
37,   0.958764,   0.214675,   0.608334,   0.486697,   0.404616
38,   0.955328,   0.211957,   0.605556,   0.4307,   0.450001
39,   0.969074,   0.290762,   0.58889,   0.415271,   0.389006
40,   0.975946,   0.228262,   0.566668,   0.420858,   0.394671
41,   0.962201,   0.217392,   0.63889,   0.436286,   0.407449
42,   0.948455,   0.206523,   0.627779,   0.531523,   0.3479
43,   0.958764,   0.214675,   0.608334,   0.486697,   0.332289
44,   0.965637,   0.254077,   0.586112,   0.439079,   0.410281
45,   0.945019,   0.27174,   0.652779,   0.475524,   0.441503
46,   0.948455,   0.24049,   0.655556,   0.478317,   0.420226
47,   0.962201,   0.285327,   0.583334,   0.462888,   0.407448
48,   0.965637,   0.22011,   0.586112,   0.439078,   0.410281
49,   0.975946,   0.228262,   0.53889,   0.420858,   0.394671
50,   0.962201,   0.217392,   0.611112,   0.516093,   0.335122
