0,   0
1,   0
0.0143692,   0.00829605

0,   0
1,   0
0.0158396,   0.00914499

0,   0
0.999992,   0.00399254
0.0424682,   0.024519

0,   0
0.999968,   0.00798502
0.0621221,   0.035866

0,   0
0.999928,   0.0119774
0.0789746,   0.0455955

0,   0
0.999872,   0.0159695
0.094142,   0.0543519

0,   0
0.999801,   0.0199614
0.108136,   0.0624305

0,   0
0.999713,   0.023953
0.121244,   0.069998

0,   0
0.999609,   0.0279442
0.13365,   0.07716

0,   0
0.99949,   0.031935
0.14548,   0.0839888

0,   0
0.999354,   0.0359252
0.156823,   0.0905366

0,   0
0.999203,   0.0399149
0.167749,   0.096843

0,   0
0.999036,   0.0439039
0.178309,   0.102938

0,   0
0.998853,   0.0478923
0.188546,   0.108847

0,   0
0.998653,   0.0518798
0.198494,   0.114589

0,   0
0.998438,   0.0558666
0.208182,   0.12018

0,   0
0.998207,   0.0598525
0.217633,   0.125635

0,   0
0.99796,   0.0638374
0.226868,   0.130964

0,   0
0.997697,   0.0678212
0.235904,   0.136178

0,   0
0.997419,   0.0718041
0.244755,   0.141286

0,   0
0.997124,   0.0757857
0.253435,   0.146295

0,   0
0.996814,   0.0797662
0.261956,   0.151211

0,   0
0.996487,   0.0837454
0.270328,   0.156041

0,   0
0.996145,   0.0877232
0.27856,   0.160789

0,   0
0.995787,   0.0916996
0.286659,   0.165462

0,   0
0.995413,   0.0956746
0.294634,   0.170062

0,   0
0.995023,   0.0996481
0.302492,   0.174594

0,   0
0.994617,   0.10362
0.310237,   0.179062

0,   0
0.994195,   0.10759
0.317877,   0.183467

0,   0
0.993758,   0.111559
0.325415,   0.187814

0,   0
0.993305,   0.115525
0.332856,   0.192105

0,   0
0.992835,   0.11949
0.340206,   0.196343

0,   0
0.99235,   0.123453
0.347467,   0.200529

0,   0
0.99185,   0.127414
0.354644,   0.204666

0,   0
0.991333,   0.131373
0.361739,   0.208756

0,   0
0.990801,   0.13533
0.368757,   0.2128

0,   0
0.990252,   0.139285
0.375699,   0.216802

0,   0
0.989688,   0.143237
0.38257,   0.220761

0,   0
0.989109,   0.147188
0.389371,   0.224679

0,   0
0.988513,   0.151136
0.396104,   0.228558

0,   0
0.987902,   0.155081
0.402773,   0.2324

0,   0
0.987275,   0.159024
0.409379,   0.236205

0,   0
0.986632,   0.162964
0.415924,   0.239975

0,   0
0.985973,   0.166902
0.422411,   0.24371

0,   0
0.985299,   0.170838
0.42884,   0.247412

0,   0
0.984609,   0.17477
0.435215,   0.251081

0,   0
0.983904,   0.1787
0.441536,   0.25472

0,   0
0.983182,   0.182627
0.447805,   0.258328

0,   0
0.982445,   0.186551
0.454023,   0.261906

0,   0
0.981693,   0.190471
0.460192,   0.265455

0,   0
0.980924,   0.194389
0.466314,   0.268977

0,   0
0.980141,   0.198304
0.472389,   0.27247

0,   0
0.979341,   0.202216
0.478418,   0.275938

0,   0
0.978526,   0.206124
0.484404,   0.27938

0,   0
0.977695,   0.21003
0.490347,   0.282795

0,   0
0.976849,   0.213931
0.496247,   0.286187

0,   0
0.975987,   0.21783
0.502107,   0.289554

0,   0
0.975109,   0.221725
0.507927,   0.292897

0,   0
0.974216,   0.225616
0.513708,   0.296218

0,   0
0.973308,   0.229504
0.519451,   0.299516

0,   0
0.972384,   0.233388
0.525157,   0.302792

0,   0
0.971444,   0.237268
0.530827,   0.306046

0,   0
0.970489,   0.241145
0.53646,   0.309279

0,   0
0.969519,   0.245018
0.54206,   0.312491

0,   0
0.968533,   0.248887
0.547625,   0.315683

0,   0
0.967531,   0.252752
0.553158,   0.318855

0,   0
0.966514,   0.256613
0.558657,   0.322008

0,   0
0.965482,   0.260469
0.564125,   0.325141

0,   0
0.964434,   0.264322
0.569562,   0.328256

0,   0
0.963371,   0.26817
0.574968,   0.331352

0,   0
0.962293,   0.272015
0.580345,   0.33443

0,   0
0.961199,   0.275854
0.585692,   0.33749

0,   0
0.96009,   0.27969
0.591011,   0.340533

0,   0
0.958966,   0.283521
0.596302,   0.343559

0,   0
0.957826,   0.287347
0.601565,   0.346567

0,   0
