0.0001,   1
0.0002,   1
0.0003,   1
0.0004,   1
0.0005,   1
0.0006,   1
0.0007,   1
0.0008,   1
0.0009,   1
0.001,   1
0.001,   1
0.002,   1
0.003,   1
0.004,   1
0.005,   1
0.006,   1
0.007,   1
0.008,   1
0.009,   1
0.01,   1
0.01,   1
0.02,   0.984432
0.03,   0.913186
0.04,   0.777658
0.05,   0.435654
0.06,   0.150884
0.07,   -0.0110899
0.08,   -0.0452513
0.09,   0.0293691
0.1,   -0.0576738
0.1,   0.0314541
0.2,   0.0601129
0.3,   -0.0646369
0.4,   0.00962832
0.5,   -0.067345
0.6,   0.0307445
0.7,   0.0553206
0.8,   -0.0217821
0.9,   -0.0038149
1,   0.0601133
