0->   0.00355096   0.000112898
0.01->   0.00355096   0.000112898
0.02->   0.00355096   0.000112898
0.03->   0.00355096   0.000112898
0.04->   0.00355096   0.000112898
0.05->   0.00355096   0.000112898
0.06->   0.00355096   0.000112898
0.07->   0.00355096   0.000112898
0.08->   0.00355096   0.000112898
0.09->   0.00355096   0.000112898
0.1->   0.00355096   0.000112898
0.11->   0.00355096   0.000112898
0.12->   0.00355096   0.000112899
0.13->   0.00355096   0.000112899
0.14->   0.00355096   0.000112899
0.15->   0.00355096   0.000112899
0.16->   0.00355096   0.000112899
0.17->   0.00355096   0.0001129
0.18->   0.00355096   0.0001129
0.19->   0.00355096   0.0001129
0.2->   0.00355096   0.0001129
0.21->   0.00355096   0.000112901
0.22->   0.00355096   0.000112901
0.23->   0.00355096   0.000112901
0.24->   0.00355096   0.000112902
0.25->   0.00355096   0.000112902
0.26->   0.00355096   0.000112902
0.27->   0.00355096   0.000112903
0.28->   0.00355096   0.000112903
0.29->   0.00355096   0.000112903
0.3->   0.00355096   0.000112904
0.31->   0.00355096   0.000112904
0.32->   0.00355096   0.000112904
0.33->   0.00355096   0.000112905
0.34->   0.00355096   0.000112905
0.35->   0.00355096   0.000112905
0.36->   0.00355096   0.000112906
0.37->   0.00355096   0.000112906
0.38->   0.00355096   0.000112906
0.39->   0.00355096   0.000112907
0.4->   0.00355096   0.000112907
0.41->   0.00355096   0.000112908
0.42->   0.00355096   0.000112908
0.43->   0.00355096   0.000112908
0.44->   0.00355096   0.000112909
0.45->   0.00355096   0.000112909
0.46->   0.00355096   0.000112909
0.47->   0.00355096   0.00011291
0.48->   0.00355096   0.00011291
0.49->   0.00355096   0.000112911
0.5->   0.00355096   0.000112911
0.51->   0.00355096   0.000112911
0.52->   0.00355096   0.000112911
0.53->   0.00355096   0.000112912
0.54->   0.00355096   0.000112912
0.55->   0.00355096   0.000112912
0.56->   0.00355096   0.000112913
0.57->   0.00355096   0.000112913
0.58->   0.00355096   0.000112913
0.59->   0.00355096   0.000112913
0.6->   0.00355096   0.000112914
0.61->   0.00355096   0.000112914
0.62->   0.00355096   0.000112914
0.63->   0.00355096   0.000112914
