0,   0
0.387032,   0
0.723262,   0
1,   0
1.52406,   0
5.20388,   0
9.57219,   0
19.1644,   0
30.1805,   0
39.4813,   0

2.37291e-009,   0
0.386698,   0.0159119
0.723166,   0.0117493
0.99995,   0.0100037
1.52404,   0.00809025
5.20388,   0.0043976
9.57219,   0.00325624
19.1644,   0.00228273
30.1805,   0.00181275
39.4813,   0.00157777

9.49147e-009,   1.83195e-011
0.385697,   0.0317964
0.72288,   0.0234955
0.9998,   0.0200064
1.52398,   0.0161803
5.20387,   0.00879521
9.57219,   0.00651248
19.1644,   0.00456545
30.1805,   0.00362551
39.4813,   0.00315553

2.13552e-008,   7.32692e-011
0.384031,   0.0476261
0.722402,   0.0352356
0.99955,   0.0300071
1.52387,   0.0242698
5.20386,   0.0131928
9.57219,   0.00976872
19.1644,   0.00684818
30.1805,   0.00543826
39.4813,   0.0047333

3.79632e-008,   1.83142e-010
0.381702,   0.0633735
0.721733,   0.0469662
0.9992,   0.0400048
1.52372,   0.0323587
5.20385,   0.0175904
9.57218,   0.013025
19.1644,   0.0091309
30.1805,   0.00725101
39.4813,   0.00631107

5.93143e-008,   3.66206e-010
0.378714,   0.0790116
0.720874,   0.0586845
0.99875,   0.0499985
1.52353,   0.0404467
5.20383,   0.021988
9.57218,   0.0162812
19.1644,   0.0114136
30.1805,   0.00906376
39.4813,   0.00788883

8.54071e-008,   6.40692e-010
0.375073,   0.0945132
0.719824,   0.0703873
0.9982,   0.0599873
1.52329,   0.0485335
5.20381,   0.0263855
9.57217,   0.0195374
19.1644,   0.0136964
30.1805,   0.0108765
39.4813,   0.0094666

1.1624e-007,   1.02479e-009
0.370782,   0.109851
0.718584,   0.0820715
0.997551,   0.06997
1.52301,   0.0566189
5.20379,   0.0307831
9.57217,   0.0227937
19.1644,   0.0159791
30.1805,   0.0126893
39.4813,   0.0110444

1.5181e-007,   1.53663e-009
0.365851,   0.125
0.717153,   0.0937339
0.996802,   0.0799457
1.52269,   0.0647028
5.20376,   0.0351806
9.57216,   0.0260499
19.1644,   0.0182618
30.1805,   0.014502
39.4813,   0.0126221

1.92115e-007,   2.19429e-009
0.360287,   0.139932
0.715534,   0.105372
0.995953,   0.0899134
1.52232,   0.0727848
5.20373,   0.0395781
9.57215,   0.0293061
19.1644,   0.0205445
30.1805,   0.0163148
39.4813,   0.0141999

2.37153e-007,   3.01578e-009
0.354099,   0.154621
0.713725,   0.116981
0.995004,   0.0998721
1.52191,   0.0808648
5.20369,   0.0439755
9.57214,   0.0325624
19.1644,   0.0228273
30.1805,   0.0181275
39.4813,   0.0157777

2.86919e-007,   4.01902e-009
0.347297,   0.169043
0.711727,   0.12856
0.993956,   0.109821
1.52146,   0.0889425
5.20365,   0.048373
9.57213,   0.0358186
19.1644,   0.02511
30.1805,   0.0199403
39.4813,   0.0173554

3.41411e-007,   5.22185e-009
0.339892,   0.183171
0.709542,   0.140105
0.992809,   0.119759
1.52097,   0.0970176
5.20361,   0.0527704
9.57211,   0.0390748
19.1644,   0.0273927
30.1805,   0.021753
39.4813,   0.0189332

4.00625e-007,   6.642e-009
0.331897,   0.196981
0.707169,   0.151613
0.991562,   0.129684
1.52043,   0.10509
5.20356,   0.0571677
9.5721,   0.042331
19.1644,   0.0296754
30.1805,   0.0235658
